"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus","newp","Treatment","OTU","comp","Family_Genus"
"Otu01041",2.81257849567874,-1.98852702030716,0.584452275994901,-3.40237706649723,0.000668024012181098,0.00493097505369078,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified","5.0e-03","Control","Otu0104","D3_IAVvsControl","Burkholderiaceae Burkholderiaceae_unclassified"
"Otu01071",19.1676828662634,-1.76813072302725,0.334694205632196,-5.28282442083954,1.27207294801108e-07,1.61628092217878e-06,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","0.0e+00","Control","Otu0107","D3_IAVvsControl","Erysipelotrichaceae Catenisphaera"
"Otu01081",12.9152538532278,3.33166359215934,0.477563625192696,6.97637637459306,3.02890621687125e-12,9.34633918348841e-11,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","0.0e+00","IAV","Otu0108","D3_IAVvsControl","Prevotellaceae Prevotella_7"
"Otu0115",53.494061284353,0.596629661191002,0.201381617442055,2.9626818414182,0.00304971614134144,0.0178037482845879,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-014","1.8e-02","IAV","Otu0115","D3_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-014"
"Otu01282",23.6640744333703,-6.88488021666,0.64088501063269,-10.7427699235205,6.40920696222932e-27,4.61462901280511e-25,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0128","D3_IAVvsControl","Veillonellaceae Dialister"
"Otu0129",10.7721736783317,-0.95117298057645,0.329943773355391,-2.88283355343675,0.00394115630309242,0.021282244036699,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_1","2.1e-02","Control","Otu0129","D3_IAVvsControl","Lachnospiraceae Coprococcus_1"
"Otu01312",25.2913683705201,0.598892536828077,0.229461212255491,2.60999465199916,0.0090543638146197,0.0399131139583236,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","4.0e-02","IAV","Otu0131","D3_IAVvsControl","Ruminococcaceae Oscillospira"
"Otu0141",1.4322765909793,3.05151613896916,0.898675568373053,3.39557037752074,0.000684857646345942,0.00493097505369078,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-008","5.0e-03","IAV","Otu0141","D3_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-008"
"Otu0169",10.7614058009171,-0.950742811167809,0.35856700435826,-2.65150669083282,0.00801335252909645,0.036582827888088,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","3.7e-02","Control","Otu0169","D3_IAVvsControl","Lachnospiraceae Dorea"
"Otu0179",2.27986275846974,3.04187445548158,0.808229821246708,3.76362561182095,0.000167467546917992,0.00157339331820155,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","2.0e-03","IAV","Otu0179","D3_IAVvsControl","Acidaminococcaceae Acidaminococcus"
"Otu01811",9.30246282151639,1.26243744234039,0.431040926791478,2.92881108004649,0.00340261161597573,0.0188452335654041,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas","1.9e-02","IAV","Otu0181","D3_IAVvsControl","Ruminococcaceae Intestinimonas"
"Otu02081",8.58865090572154,1.22869946800255,0.391949186262976,3.13484377839264,0.0017194565253693,0.0106115031279934,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","1.1e-02","IAV","Otu0208","D3_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-010"
"Otu02311",25.5439440395391,4.66057977075812,0.548867276965391,8.49126913982885,2.04392613643457e-17,8.82976090939734e-16,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","0.0e+00","IAV","Otu0231","D3_IAVvsControl","Pseudomonadaceae Pseudomonas"
"Otu02661",5.19323753050604,-2.56105762815646,0.586218101281964,-4.36877950809748,1.24942833324002e-05,0.000142040273673602,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","0.0e+00","Control","Otu0266","D3_IAVvsControl","Leptotrichiaceae Leptotrichiaceae_unclassified"
"Otu02842",4.75440529144802,1.77430756187041,0.60368409073941,2.93913255142635,0.0032913228058423,0.018708571738472,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Schwartzia","1.9e-02","IAV","Otu0284","D3_IAVvsControl","Veillonellaceae Schwartzia"
"Otu0301",2.95327665848413,1.7317576825098,0.607790342822172,2.84926817768883,0.00438199269452768,0.0220118702794879,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus_Soleaferrea","2.2e-02","IAV","Otu0301","D3_IAVvsControl","Ruminococcaceae Candidatus_Soleaferrea"
"Otu03281",4.58843073331269,-1.88220459348576,0.672164274092222,-2.80021516470468,0.00510685543513871,0.0245129060886658,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","2.5e-02","Control","Otu0328","D3_IAVvsControl","Leptotrichiaceae Leptotrichia"
"Otu0393",2.25734213835927,-2.74023557913367,0.804353319465007,-3.40675610185368,0.000657398434987932,0.00493097505369078,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_2","5.0e-03","Control","Otu0393","D3_IAVvsControl","Lachnospiraceae Coprococcus_2"
"Otu0416",1.00308955007843,3.51667919152225,1.17412199152929,2.99515656541087,0.00274304004383283,0.016458240262997,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","1.6e-02","IAV","Otu0416","D3_IAVvsControl","Xanthomonadaceae Stenotrophomonas"
"Otu0534",1.54386998058781,-2.46935108138514,0.866498620750272,-2.84980382224615,0.0043746202316484,0.0220118702794879,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-009","2.2e-02","Control","Otu0534","D3_IAVvsControl","Erysipelotrichaceae Erysipelotrichaceae_UCG-009"
"Otu0601",1.57607799630734,2.31929755436691,0.876316801361126,2.64664280174076,0.00812951730846399,0.036582827888088,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","UBA1819","3.7e-02","IAV","Otu0601","D3_IAVvsControl","Ruminococcaceae UBA1819"
"Otu0001",11658.7950479404,1.25720999258079,0.369710028098918,3.40052986673226,0.000672553883071764,0.00296714948414013,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","3.0e-03","IAV","Otu0001","D7_IAVvsControl","Moraxellaceae Moraxella"
"Otu00021",6816.88414857459,1.56542073905614,0.326803434530618,4.79009879839397,1.66699213937382e-06,2.50048820906072e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","0.0e+00","IAV","Otu0002","D7_IAVvsControl","Pasteurellaceae Actinobacillus"
"Otu0004",3666.71044333411,2.12387900953644,0.326414239266768,6.50669840356034,7.68204228433071e-11,2.30461268529921e-09,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","0.0e+00","IAV","Otu0004","D7_IAVvsControl","Streptococcaceae Streptococcus"
"Otu0006",1404.11267500496,1.5949893114699,0.575442903684477,2.77175945911822,0.00557542195418895,0.0203978851982523,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Neisseriaceae","Neisseriaceae_unclassified","2.0e-02","IAV","Otu0006","D7_IAVvsControl","Neisseriaceae Neisseriaceae_unclassified"
"Otu00081",125.672640908651,-0.493564355899618,0.202593628571409,-2.4362284212983,0.0148413092683503,0.0445239278050509,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","4.5e-02","Control","Otu0008","D7_IAVvsControl","Prevotellaceae Prevotella_9"
"Otu00121",36.4636349171366,0.739033098330545,0.232226043750392,3.18238680897003,0.00146066597443241,0.00592161881526653,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","6.0e-03","IAV","Otu0012","D7_IAVvsControl","Prevotellaceae Prevotellaceae_NK3B31_group"
"Otu00162",41.1864000551027,-0.869904009077208,0.285899073134443,-3.04269614986873,0.00234468952147997,0.00925535337426306,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Weissella","9.0e-03","Control","Otu0016","D7_IAVvsControl","Leuconostocaceae Weissella"
"Otu00172",69.5213596604812,-1.07758753679913,0.225992093969829,-4.76825325112034,1.8583009289031e-06,2.5340467212315e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","0.0e+00","Control","Otu0017","D7_IAVvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu00231",51.9498480518468,-0.742912611922673,0.207209369318526,-3.58532345504441,0.000336660685474924,0.00174134837314616,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","2.0e-03","Control","Otu0023","D7_IAVvsControl","Lachnospiraceae Blautia"
"Otu0026",15.5160460709495,-1.40001024978743,0.297992579598904,-4.69813795924663,2.62544074718445e-06,3.28180093398056e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","0.0e+00","Control","Otu0026","D7_IAVvsControl","Ruminococcaceae Faecalibacterium"
"Otu00303",78.6655198637622,-2.23644667453488,0.440060229183602,-5.08213768529804,3.73210721742621e-07,6.99770103267414e-06,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","0.0e+00","Control","Otu0030","D7_IAVvsControl","Streptococcaceae Lactococcus"
"Otu00312",18.5332675131264,1.59263323687048,0.534390064027559,2.98028227708281,0.00287982874821139,0.0110762644161976,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","1.1e-02","IAV","Otu0031","D7_IAVvsControl","Enterobacteriaceae Escherichia-Shigella"
"Otu00342",23.8231351589155,-1.54502824302595,0.383734378380411,-4.02629613105529,5.66623218595546e-05,0.000447334119943852,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","0.0e+00","Control","Otu0034","D7_IAVvsControl","Erysipelotrichaceae Turicibacter"
"Otu00363",30.3419113464533,-6.68504215638783,0.784225026908237,-8.52439277887271,1.53613529615128e-17,7.68067648075639e-16,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0036","D7_IAVvsControl","Weeksellaceae Empedobacter"
"Otu00383",18.1014889734572,-0.881758852377374,0.234850860007151,-3.75454810917246,0.000173654489970901,0.0011394498363061,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","1.0e-03","Control","Otu0038","D7_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-002"
"Otu00391",10.6579665829679,-1.56153812202721,0.48019150821205,-3.25190698986215,0.00114633527311937,0.00477639697133071,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","5.0e-03","Control","Otu0039","D7_IAVvsControl","Veillonellaceae uncultured"
"Otu0041",3.37480297623826,-3.44092615549976,0.869296317603401,-3.95828911939509,7.54885482635599e-05,0.000565446177116294,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","1.0e-03","Control","Otu0041","D7_IAVvsControl","Aerococcaceae Aerococcus"
"Otu0047",18.1182055089645,-0.810755436096051,0.230710450325598,-3.51416866878741,0.000441132612047484,0.00206780911897258,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","2.0e-03","Control","Otu0047","D7_IAVvsControl","Prevotellaceae Prevotella_2"
"Otu0048",27.2063367457973,-0.785573437439481,0.22098632906744,-3.55485083966322,0.000378193574139934,0.00182996890712871,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","2.0e-03","Control","Otu0048","D7_IAVvsControl","Family_XIII Mogibacterium"
"Otu00533",43.2170535018271,-2.46666415579743,0.288745341995442,-8.54269765444861,1.31124151902346e-17,7.68067648075639e-16,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0053","D7_IAVvsControl","Atopobiaceae Olsenella"
"Otu00602",7.78233305562431,1.16174108652239,0.31128549840386,3.73207583546071,0.000189908306051016,0.0011394498363061,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","1.0e-03","IAV","Otu0060","D7_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-005"
"Otu00643",9.99555525159146,-4.65643725900187,0.755988540136205,-6.15940191125507,7.30201919243801e-10,1.56471839837957e-08,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae","Leuconostoc","0.0e+00","Control","Otu0064","D7_IAVvsControl","Leuconostocaceae Leuconostoc"
"Otu00711",12.4087498580626,-2.84157167659819,0.458749707291062,-6.19416564509175,5.85945806691091e-10,1.46486451672773e-08,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Romboutsia","0.0e+00","Control","Otu0071","D7_IAVvsControl","Peptostreptococcaceae Romboutsia"
"Otu00752",10.0497387205727,1.36636586895169,0.382757057023777,3.56979928620051,0.000357254851077527,0.00178627425538764,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_6","2.0e-03","IAV","Otu0075","D7_IAVvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_6"
"Otu00922",22.0881386054495,0.971826884492898,0.265674498587545,3.65796073638833,0.000254229980255654,0.00136194632279815,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Anaerococcus","1.0e-03","IAV","Otu0092","D7_IAVvsControl","Family_XI Anaerococcus"
"Otu00941",12.4424176848473,2.7046497336818,0.685255499920252,3.94692159931085,7.91624647962812e-05,0.000565446177116294,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Pasteurellaceae_unclassified","1.0e-03","IAV","Otu0094","D7_IAVvsControl","Pasteurellaceae Pasteurellaceae_unclassified"
"Otu01072",9.45912150633586,-1.71583299100139,0.45876886524784,-3.74008159876858,0.000183960525479591,0.0011394498363061,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenisphaera","1.0e-03","Control","Otu0107","D7_IAVvsControl","Erysipelotrichaceae Catenisphaera"
"Otu01082",5.4426821498745,1.49755478533979,0.570972082197326,2.6228161271504,0.00872063227524262,0.0297294282110544,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","3.0e-02","IAV","Otu0108","D7_IAVvsControl","Prevotellaceae Prevotella_7"
"Otu0110",3.91472689974693,-2.49007793199048,0.54184891238385,-4.59552077171374,4.31669786049616e-06,4.98080522364942e-05,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","0.0e+00","Control","Otu0110","D7_IAVvsControl","Tannerellaceae Parabacteroides"
"Otu01201",6.44807121462474,0.809882082355157,0.328973927230099,2.46184276417958,0.0138225249615574,0.042313851923135,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Parvimonas","4.2e-02","IAV","Otu0120","D7_IAVvsControl","Family_XI Parvimonas"
"Otu0122",1.66534277898086,1.83708589121673,0.687870309693542,2.67068641476208,0.00756963268548824,0.0270344024481723,"Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","2.7e-02","IAV","Otu0122","D7_IAVvsControl","Corynebacteriaceae Corynebacterium_1"
"Otu0123",8.66167252571887,-0.997721878612207,0.354792510200886,-2.81212779279723,0.00492149459502352,0.0184556047313382,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Eggerthellaceae_unclassified","1.8e-02","Control","Otu0123","D7_IAVvsControl","Eggerthellaceae Eggerthellaceae_unclassified"
"Otu01283",12.3933896894444,-5.11618376367585,0.596774544022161,-8.57305965028875,1.00771274801473e-17,7.68067648075639e-16,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","0.0e+00","Control","Otu0128","D7_IAVvsControl","Veillonellaceae Dialister"
"Otu01313",3.95067001877876,-1.93343544468595,0.523675737250327,-3.69204701909216,0.000222456324244076,0.00126775412476913,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","1.0e-03","Control","Otu0131","D7_IAVvsControl","Ruminococcaceae Oscillospira"
"Otu01431",8.73453117826788,-2.7474415961763,0.408515325507811,-6.72543090705605,1.75073552956252e-11,6.56525823585946e-10,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_ge","0.0e+00","Control","Otu0143","D7_IAVvsControl","Family_XIII Family_XIII_ge"
"Otu0144",5.0756099618906,-1.95548073097084,0.483121747939561,-4.04759408846871,5.17467835123667e-05,0.000431223195936389,"Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter","0.0e+00","Control","Otu0144","D7_IAVvsControl","Eubacteriaceae Pseudoramibacter"
"Otu01471",12.9294743438668,2.94300927050115,0.679273323321242,4.33258479239489,1.47368876953981e-05,0.000138158322144357,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidales_unclassified","Bacteroidales_unclassified","0.0e+00","IAV","Otu0147","D7_IAVvsControl","Bacteroidales_unclassified Bacteroidales_unclassified"
"Otu0166",3.36516873978428,-3.1417446335992,0.702649058805198,-4.47128562150429,7.77507746748747e-06,7.77507746748747e-05,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Syntrophococcus","0.0e+00","Control","Otu0166","D7_IAVvsControl","Lachnospiraceae Syntrophococcus"
"Otu01682",4.8727959772874,-1.10275144606998,0.436355722373381,-2.52718456417166,0.011498106018927,0.0366960830391287,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","3.7e-02","Control","Otu0168","D7_IAVvsControl","Lachnospiraceae Marvinbryantia"
"Otu01691",1.94037871335326,-1.68306202209809,0.645203725487997,-2.60857455654818,0.00909202030888076,0.0303067343629359,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","3.0e-02","Control","Otu0169","D7_IAVvsControl","Lachnospiraceae Dorea"
"Otu0177",9.64406414998343,1.37490389299623,0.397633726421867,3.45771447851868,0.000544778413541186,0.0024762655160963,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","2.0e-03","IAV","Otu0177","D7_IAVvsControl","Bacteroidaceae Bacteroides"
"Otu01931",2.19044319671941,-1.84108404063904,0.745791040676103,-2.46863255285286,0.013563040936364,0.042313851923135,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobiaceae_ge","4.2e-02","Control","Otu0193","D7_IAVvsControl","Atopobiaceae Atopobiaceae_ge"
"Otu0199",6.82687115881296,-2.36136322038092,0.547966148385801,-4.3093231713985,1.63754930118691e-05,0.000144489644222375,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","0.0e+00","Control","Otu0199","D7_IAVvsControl","Ruminococcaceae Negativibacillus"
"Otu0217",2.58458560905866,5.2733464882465,1.17454254387612,4.48970240860231,7.13227463455168e-06,7.64172282273394e-05,"Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","0.0e+00","IAV","Otu0217","D7_IAVvsControl","Burkholderiaceae Massilia"
"Otu0237",1.47148115301023,2.88667892978437,0.770364631416891,3.74715921793431,0.000178848571142492,0.0011394498363061,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","1.0e-03","IAV","Otu0237","D7_IAVvsControl","Sphingomonadaceae Sphingomonas"
"Otu02651",2.59846071112782,1.80255483282498,0.533876616082301,3.37635097422418,0.000734541524096733,0.00314803510327171,"Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella","3.0e-03","IAV","Otu0265","D7_IAVvsControl","Family_XI Gemella"
"Otu02662",3.59109925774911,-1.89766041027493,0.742286981681646,-2.55650504064586,0.0105729539230869,0.0344770236622399,"Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichiaceae_unclassified","3.4e-02","Control","Otu0266","D7_IAVvsControl","Leptotrichiaceae Leptotrichiaceae_unclassified"
"Otu0361",3.74012630416297,-3.60450327211751,0.718376128363857,-5.0175710603399,5.23288488842794e-07,8.72147481404657e-06,"Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Sharpea","0.0e+00","Control","Otu0361","D7_IAVvsControl","Erysipelotrichaceae Sharpea"
"Otu0452",1.94336206551769,1.6797235610895,0.640291188360008,2.62337447652811,0.00870635200139331,0.0297294282110544,"Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Filifactor","3.0e-02","IAV","Otu0452","D7_IAVvsControl","Peptostreptococcaceae Filifactor"
"Otu1044",1.02976613322346,3.68946562493569,1.00105832532153,3.68556509806826,0.000228195742458444,0.00126775412476913,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Allofustis","1.0e-03","IAV","Otu1044","D7_IAVvsControl","Carnobacteriaceae Allofustis"
"Otu00022",4520.88477440517,0.646159151750198,0.238300720885838,2.71152831325152,0.00669738210598872,0.0270647500270116,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","2.7e-02","IAV","Otu0002","D10_IAVvsControl","Pasteurellaceae Actinobacillus"
"Otu00082",648.891678953553,1.37211575434622,0.234604490558537,5.84863380525897,4.95626862879808e-09,1.23356019205641e-07,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_9","0.0e+00","IAV","Otu0008","D10_IAVvsControl","Prevotellaceae Prevotella_9"
"Otu00122",296.983964202596,1.31559145209971,0.246675640906109,5.33328482401899,9.6451841713113e-08,1.54322946740981e-06,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotellaceae_NK3B31_group","0.0e+00","IAV","Otu0012","D10_IAVvsControl","Prevotellaceae Prevotellaceae_NK3B31_group"
"Otu00132",104.114224956353,-1.04329951815978,0.223507172331637,-4.66785699660565,3.04357611777612e-06,3.78756139101029e-05,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","0.0e+00","Control","Otu0013","D10_IAVvsControl","Veillonellaceae Megasphaera"
"Otu00141",364.458808950602,-1.27621697345062,0.188759408933155,-6.76107739827985,1.36969323627473e-11,4.38301835607914e-10,"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","0.0e+00","Control","Otu0014","D10_IAVvsControl","Lactobacillaceae Lactobacillus"
"Otu00173",134.17957498541,-0.568305057281056,0.210307409117769,-2.70225884891585,0.00688701228365921,0.0270647500270116,"Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","2.7e-02","Control","Otu0017","D10_IAVvsControl","Clostridiaceae_1 Clostridium_sensu_stricto_1"
"Otu00221",109.40278472904,-3.14550519478534,0.4352045259753,-7.2276481678039,4.91429859946772e-13,1.83467147713462e-11,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Rothia","0.0e+00","Control","Otu0022","D10_IAVvsControl","Micrococcaceae Rothia"
"Otu00322",55.9657779567607,1.50308306110004,0.366149441180484,4.10510816636515,4.04125740818704e-05,0.000362096663773558,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonellaceae_unclassified","0.0e+00","IAV","Otu0032","D10_IAVvsControl","Veillonellaceae Veillonellaceae_unclassified"
"Otu00331",98.7712200492583,1.90194623446058,0.239851063676012,7.92969689319247,2.19681405574707e-15,1.23021587121836e-13,"Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","0.0e+00","IAV","Otu0033","D10_IAVvsControl","Lachnospiraceae Agathobacter"
"Otu00364",2.06704292746849,-3.15978114043147,0.750558424239482,-4.20990696844577,2.55475864111331e-05,0.000248811276351905,"Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Empedobacter","0.0e+00","Control","Otu0036","D10_IAVvsControl","Weeksellaceae Empedobacter"
"Otu00384",31.6774857139262,0.988911586981027,0.194163159207186,5.09319889014469,3.52072017498349e-07,4.92900824497689e-06,"Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","0.0e+00","IAV","Otu0038","D10_IAVvsControl","Ruminococcaceae Ruminococcaceae_UCG-002"
"Otu00392",88.9332167924773,-1.15142144991358,0.332575188187365,-3.46213876082932,0.000535900781644546,0.00315899408127312,"Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","uncultured","3.0e-03","Control","Otu0039","D10_IAVvsControl","Veillonellaceae uncultured"
"Otu00422",78.9253909465352,0.933725895418155,0.248682076122337,3.75469720205657,0.000173551158933445,0.00123229824276419,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","uncultured","1.0e-03","IAV","Otu0042","D10_IAVvsControl","Prevotellaceae uncultured"
"Otu0044",19.0940002881961,1.08293250134813,0.272114526020338,3.97969383401161,6.90040783533044e-05,0.000572478279671858,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_1","1.0e-03","IAV","Otu0044","D10_IAVvsControl","Prevotellaceae Prevotella_1"
"Otu00471",32.7069307634527,0.844638098895091,0.256287654350828,3.29566440113764,0.000981892338258398,0.00515222562448035,"Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_2","5.0e-03","IAV","Otu0047","D10_IAVvsControl","Prevotellaceae Prevotella_2"
"Otu00481",38.4382393983833,-0.522048316996846,0.194409491135094,-2.68530262565256,0.00724641605402627,0.0279861585534808,"Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Mogibacterium","2.8e-02","Control","Otu0048","D10_IAVvsControl","Family_XIII Mogibacterium"
"Otu00534",48.3312356022995,-1.45499584393743,0.236137311699946,-6.16165159780537,7.19901050604516e-10,2.01572294169264e-08,"Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Olsenella","0.0e+00","Control","Otu0053","D10_IAVvsControl","Atopobiaceae Olsenella"
"Otu00572",26.1336648889928,-2.05070485543127,0.474595802547629,-4.32095025793126,1.55358696225653e-05,0.000158183399793392,"Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Treponema_2","0.0e+00","Control","Otu0057","D10_IAVvsControl","Spirochaetaceae Treponema_2"
